"","model","parameter.set.j.","measure","tr.stats.chisq.statistic","tr.stats.chisq.p.value","tr.MAD","tr.stats.mantissa.arc.test.statistic","tr.stats.mantissa.arc.test.p.value","tr.distortion.factor"
"X-squared141","random.graph",1e-04,"betweenness",22.1435647129578,0.00465674234214008,0.00817318556385103,0.00216023267427921,0.00327166465706626,-9.83505063482574
"X-squared142","random.graph",1e-04,"betweenness",26.9556416947003,0.00071956326468511,0.00897546872902979,0.00301258657656409,0.000363369581864141,-11.0533038709507
"X-squared143","random.graph",1e-04,"betweenness",53.7454429534215,7.73438885894284e-09,0.0128122015262579,0.0018642931627788,0.00678814826300081,-13.0319228373542
"X-squared144","random.graph",1e-04,"betweenness",35.715475407524,1.97959972608962e-05,0.0116925039255208,0.00267301435229938,0.000859266959882045,-11.8176577952674
"X-squared145","random.graph",1e-04,"betweenness",62.9416568005614,1.23021494864536e-10,0.0125904357621491,0.00186719825937466,0.00697878691532975,-12.5214787617874
"X-squared146","random.graph",1e-04,"betweenness",28.6066624499761,0.000371634538807941,0.0106608449587907,0.00631973530927002,6.04829782110379e-08,-11.0843871719707
"X-squared147","random.graph",1e-04,"betweenness",26.9119959796184,0.000732151498435298,0.00868756098383781,0.000505832218199889,0.271708957680122,-10.4049617978679
"X-squared148","random.graph",1e-04,"betweenness",57.5677156355769,1.39514710605214e-09,0.0118587417642763,0.00132764632035781,0.0269478089897436,-10.4342758551111
"X-squared149","random.graph",1e-04,"betweenness",52.9685992092473,1.09365574863449e-08,0.0130643957898745,0.00230099370993586,0.00232178400905092,-10.8490450889505
"X-squared150","random.graph",1e-04,"betweenness",47.7266804620068,1.11421478232964e-07,0.0124416517537031,0.00916171266807704,4.81682537228453e-11,-9.7759899312786
"X-squared151","random.graph",1e-04,"betweenness",72.9737661591155,1.25423053377767e-12,0.0123502044674755,0.00118128041623175,0.0444293417676473,-11.2308071483255
"X-squared152","random.graph",1e-04,"betweenness",56.4877609906289,2.26645824243644e-09,0.0139684471229329,0.00262910671952483,0.000985424551887348,-12.7146350761085
"X-squared153","random.graph",1e-04,"betweenness",49.7106932775183,4.64466704461054e-08,0.011720691239568,0.00284430198843399,0.000598679663828728,-8.11236201172011
"X-squared154","random.graph",1e-04,"betweenness",22.5660855214264,0.00396838353066414,0.00918749584274772,0.00356582305599009,0.000105475315599741,-9.87984519721073
"X-squared155","random.graph",1e-04,"betweenness",21.7991468450297,0.00530185550438964,0.00700118846729364,0.00211302513792465,0.00366851358726209,-7.8386387582593
"X-squared156","random.graph",1e-04,"betweenness",27.6636754332629,0.000542610288923996,0.0072523997371426,0.00296008662185744,0.000285588436586515,-6.7295847180869
"X-squared157","random.graph",1e-04,"betweenness",55.6678729952062,3.27367767001386e-09,0.0132901919420791,0.00331036655961611,0.000163909657394656,-12.8607163979871
"X-squared158","random.graph",1e-04,"betweenness",40.5700094627789,2.50818848573746e-06,0.0112996255251597,0.00297760884490735,0.000342242261624701,-10.2702978255376
"X-squared159","random.graph",1e-04,"betweenness",19.5968935074865,0.0119736148000388,0.00760676905280453,0.000715009747380503,0.150352035600816,-9.1144856602856
"X-squared160","random.graph",1e-04,"betweenness",54.431107122075,5.69405599020551e-09,0.0123206383023263,0.00238356639949822,0.00194486949804066,-12.7807585860577
"X-squared161","random.graph",1e-04,"betweenness",32.9410356524543,6.31131990688463e-05,0.0092750052900083,0.00195156592082086,0.00604091625490144,-7.72678920795841
"X-squared162","random.graph",1e-04,"betweenness",54.8110834177659,4.80432001943049e-09,0.0140273438288198,0.00323940452729261,0.000189435041861688,-12.6068946618567
"X-squared163","random.graph",1e-04,"betweenness",61.2222727147603,2.68195059593097e-10,0.0137998815811247,0.00122288375174465,0.0387103645919891,-12.5782309923694
"X-squared164","random.graph",1e-04,"betweenness",78.5435046369005,9.5975611096396e-14,0.016830030720117,0.00291940353183459,0.000462885289828182,-11.1711631967854
"X-squared165","random.graph",1e-04,"betweenness",22.0031005457207,0.00491012675114476,0.00698987014864039,0.000389140684197972,0.372599964604639,-10.3821482425108
"X-squared166","random.graph",1e-04,"betweenness",70.5357898873938,3.84389208550202e-12,0.0149860827023876,0.00386407962467719,3.218078073293e-05,-11.0322608993392
"X-squared167","random.graph",1e-04,"betweenness",43.7650981670448,6.30151363088682e-07,0.0104513100753794,0.00538407080497035,8.0190748703503e-07,-6.52132606348044
"X-squared168","random.graph",1e-04,"betweenness",53.0387171311256,1.06001275752927e-08,0.0107742039060453,0.00193291426846183,0.00628220574948775,-11.154167955029
"X-squared169","random.graph",1e-04,"betweenness",15.6022123593967,0.0484407293330311,0.00651306895527059,0.00649013092195718,5.414731134022e-08,-8.10056987194013
"X-squared170","random.graph",1e-04,"betweenness",24.1312954132027,0.00217844047968288,0.00858582068099219,0.00366154335295816,7.04723802385518e-05,-6.56691741876522
"X-squared171","random.graph",1e-04,"betweenness",62.582734174924,1.44781610943632e-10,0.012240313129132,0.00411989706847696,1.65625743202016e-05,-7.47662893111354
"X-squared172","random.graph",1e-04,"betweenness",59.0303456263058,7.22016240699621e-10,0.0125898676730817,0.000716425041361747,0.150650158804481,-9.51012428654472
"X-squared173","random.graph",1e-04,"betweenness",51.6507552820314,1.96570747103689e-08,0.0126517331854204,0.00169626720073668,0.00903055472550387,-11.5578364496547
"X-squared174","random.graph",1e-04,"betweenness",26.4264473565485,0.000887557229635563,0.00736375825772691,0.00205914865905582,0.00388976849430289,-9.19142043529795
"X-squared175","random.graph",1e-04,"betweenness",90.4647249191582,3.74230771205588e-16,0.0163639723530965,0.00112823933987291,0.0494517495794715,-13.3295377837469
"X-squared176","random.graph",1e-04,"betweenness",37.5913706107104,8.95614665976417e-06,0.011187073134619,0.00585503392291277,2.06516776990863e-07,-6.65529665096085
"X-squared177","random.graph",1e-04,"betweenness",79.3339638885383,6.65615143525069e-14,0.0164644526947161,0.00474435307437179,4.99426421829513e-06,-11.4491040060429
"X-squared178","random.graph",1e-04,"betweenness",41.9185663573172,1.40274019197031e-06,0.0117205163982718,0.00397796616928328,2.31646480547119e-05,-9.65329390705625
"X-squared179","random.graph",1e-04,"betweenness",33.4109498456617,5.19238966466974e-05,0.00998939616019289,0.00642768391494011,5.5573993110542e-08,-10.6260659970939
"X-squared180","random.graph",1e-04,"betweenness",56.1441067849994,2.6443078844825e-09,0.0129427760506682,0.00244727549308966,0.00160226897196063,-12.6038933955866
"X-squared181","random.graph",1e-04,"betweenness",47.0642039220154,1.49076453473958e-07,0.0133089453260482,0.000644940377920169,0.180098469568646,-11.5297519194957
"X-squared182","random.graph",1e-04,"betweenness",43.6086358250408,6.74490820792126e-07,0.011204142353764,0.000298009216081018,0.462573487850701,-10.5533554870093
"X-squared183","random.graph",1e-04,"betweenness",56.1330084821458,2.65750371200292e-09,0.0113127708623514,1.21862357520814e-05,0.968293139653805,-8.45430008819027
"X-squared184","random.graph",1e-04,"betweenness",56.0351924230858,2.7766786356338e-09,0.0137722327073489,0.00184200965233826,0.0074622099733048,-9.18522809593701
"X-squared185","random.graph",1e-04,"betweenness",43.1244577360241,8.32271109836874e-07,0.00990927260429435,0.00187579311945821,0.00712182929649942,-10.7117118889446
"X-squared186","random.graph",1e-04,"betweenness",61.6934057460799,2.16670046296446e-10,0.0116214692834321,0.00199764226230405,0.00535444917217524,-12.8393389241417
"X-squared187","random.graph",1e-04,"betweenness",36.1952963330869,1.61718989081976e-05,0.0111965542959827,0.00181877158959367,0.00829200784282009,-11.8992940900596
"X-squared188","random.graph",1e-04,"betweenness",37.0039317545315,1.14897524241949e-05,0.00853997095605787,0.00102151610537109,0.0656536595192562,-9.8178588185959
"X-squared189","random.graph",1e-04,"betweenness",67.3622976002984,1.64321636946381e-11,0.00999836797743957,0.00551855428580951,2.71083554847275e-07,-5.97563357042081
"X-squared190","random.graph",1e-04,"betweenness",155.700279610542,1.26643031105545e-29,0.0153137711124139,0.0059912979468003,1.15638102782783e-07,-4.13522746672052
"X-squared191","random.graph",1e-04,"betweenness",42.5276322220888,1.07792454674417e-06,0.0118256536141437,0.00155856650580524,0.0186167048922488,-10.3752191362937
"X-squared192","random.graph",1e-04,"betweenness",51.9365561980274,1.73125230174798e-08,0.0116812809205693,0.00107111244465223,0.0582038636591769,-9.5166447593725
"X-squared193","random.graph",1e-04,"betweenness",45.0855778342535,3.54506468753811e-07,0.0123979129836641,0.00412300022903416,1.53139310779742e-05,-11.4730940510877
"X-squared194","random.graph",1e-04,"betweenness",39.3213518290588,4.28448477478374e-06,0.00944168318016294,0.00125701474303478,0.0351746276844471,-9.17615160957916
"X-squared195","random.graph",1e-04,"betweenness",34.7854810784379,2.92542898229623e-05,0.0115783641583692,0.00542419244712998,1.08486470333631e-06,-8.82627448960964
"X-squared196","random.graph",1e-04,"betweenness",38.8505511713814,5.23932729431445e-06,0.011870056007955,0.00407991356956162,3.23627986301482e-05,-10.6199481919009
"X-squared197","random.graph",1e-04,"betweenness",56.3004260264296,2.46522915365858e-09,0.0139961705289682,0.00179441450655249,0.00817040775082315,-11.7850103375297
"X-squared198","random.graph",1e-04,"betweenness",23.1037142825844,0.00323361012152051,0.00917264985470604,0.00278763069330273,0.000629556123300104,-10.319964989535
"X-squared199","random.graph",1e-04,"betweenness",34.7204808116167,3.00617461827684e-05,0.0102847232204314,0.0031212950168163,0.000213373393572062,-10.0254488059822
"X-squared200","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998987423162531,0,-97.4760199666954
"X-squared201","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999534804199022,0,-97.4783432165459
"X-squared202","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999931963508557,0,-97.4826342512993
"X-squared203","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999878457874257,0,-97.4822521474873
"X-squared204","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999808483326363,0,-97.4814119872203
"X-squared205","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999133906222414,0,-97.4759347664615
"X-squared206","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999245320930628,0,-97.4772896662554
"X-squared207","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999738780069041,0,-97.4800896067286
"X-squared208","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999198123395322,0,-97.4776844328371
"X-squared209","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.995849890348439,0,-97.4650750614849
"X-squared210","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999270863800564,0,-97.4768967019577
"X-squared211","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999920557189856,0,-97.4828446072924
"X-squared212","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.99967623272308,0,-97.479602695615
"X-squared213","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998488413678898,0,-97.4742266038186
"X-squared214","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999540715532156,0,-97.4798941993314
"X-squared215","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999533480604233,0,-97.4784071080068
"X-squared216","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999940338502736,0,-97.483464195848
"X-squared217","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999311961496607,0,-97.4776541980093
"X-squared218","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999955625148096,0,-97.4832238279601
"X-squared219","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.997756207131707,0,-97.4722914322682
"X-squared220","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998334166361734,0,-97.4727137111665
"X-squared221","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999206653543385,0,-97.4762850980567
"X-squared222","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.99906130728729,0,-97.47559879938
"X-squared223","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.99889634129684,0,-97.4760667150897
"X-squared224","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999534531560382,0,-97.4793415018806
"X-squared225","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.99984118641478,0,-97.4813447949339
"X-squared226","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999026019096729,0,-97.4768617812529
"X-squared227","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.99842722632947,0,-97.4733757443455
"X-squared228","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999692050870759,0,-97.4794509095008
"X-squared229","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999921575704156,0,-97.4825007488622
"X-squared230","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999980722699424,0,-97.4840565872514
"X-squared231","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999955515587548,0,-97.4832506849315
"X-squared232","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999918334389386,0,-97.4828629227414
"X-squared233","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998708449770219,0,-97.4749251459294
"X-squared234","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.992486924277247,0,-97.4553337968048
"X-squared235","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999926250413928,0,-97.4826403481678
"X-squared236","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.993070011033416,0,-97.4542407835067
"X-squared237","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999837977001395,0,-97.4816535858951
"X-squared238","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999854026383995,0,-97.4814327563104
"X-squared239","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999815469089796,0,-97.4815990410917
"X-squared240","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998826985037509,0,-97.4753026461667
"X-squared241","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999168256946101,0,-97.4763572274504
"X-squared242","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.99992675136726,0,-97.4826080648007
"X-squared243","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999891483236888,0,-97.4817973904122
"X-squared244","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999840857424712,0,-97.4816323042719
"X-squared245","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999688291413715,0,-97.4798578245676
"X-squared246","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999951594226282,0,-97.4831698886871
"X-squared247","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999547516790008,0,-97.4787654006721
"X-squared248","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999381929734851,0,-97.4777002893622
"X-squared249","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999689191665924,0,-97.4803277030354
"X-squared250","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999693301599305,0,-97.4802560358007
"X-squared251","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998840153976616,0,-97.4750586300858
"X-squared252","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999749449532546,0,-97.4808411981761
"X-squared253","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998630333649939,0,-97.4752554120113
"X-squared254","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999907388458456,0,-97.4824727306014
"X-squared255","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998835867683966,0,-97.4758607792403
"X-squared256","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998860707045734,0,-97.4751557302373
"X-squared257","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999863970392381,0,-97.4818681306888
"X-squared258","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998795281117061,0,-97.475853379064
"X-squared259","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999819579703859,0,-97.4816547516995
"X-squared260","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999918210284936,0,-97.4824797476283
"X-squared261","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999319188789821,0,-97.4781615807406
"X-squared262","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999708853356253,0,-97.480237395357
"X-squared263","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999548761309144,0,-97.4789203255238
"X-squared264","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999130776222508,0,-97.4749765522767
"X-squared265","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999901389129841,0,-97.4827763855879
"X-squared266","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998236047637928,0,-97.4729811991798
"X-squared267","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998219152705168,0,-97.4731108250134
"X-squared268","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999732653119841,0,-97.4810518122764
"X-squared269","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999909429503676,0,-97.4826761129018
"X-squared270","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999700353646565,0,-97.4796983599386
"X-squared271","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.996929106847179,0,-97.4688451564382
"X-squared272","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.997915021649733,0,-97.4712607365764
"X-squared273","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999347617623578,0,-97.4761984725448
"X-squared274","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999573556163764,0,-97.4793498655817
"X-squared275","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999365043641597,0,-97.4773479724376
"X-squared276","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999127870668846,0,-97.4765782831875
"X-squared277","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998962381080853,0,-97.4765698282142
"X-squared278","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999617576765738,0,-97.4795075761444
"X-squared279","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999858571184706,0,-97.4817648382675
"X-squared280","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999539627419228,0,-97.4790313442375
"X-squared281","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.99954470156606,0,-97.479122184139
"X-squared282","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999895637988274,0,-97.4822710104735
"X-squared283","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999309181791633,0,-97.4768986312009
"X-squared284","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.998391126203041,0,-97.4729035196894
"X-squared285","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999826633401159,0,-97.4812680418061
"X-squared286","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999884381943082,0,-97.4818090812868
"X-squared287","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999945211936627,0,-97.4829611801128
"X-squared288","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999626403567626,0,-97.4791191546149
"X-squared289","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.996194969007612,0,-97.464247934627
"X-squared290","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.99472872887495,0,-97.460799132532
"X-squared291","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999734112565838,0,-97.4810525811953
"X-squared292","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999433513589067,0,-97.4779586008147
"X-squared293","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999797149808732,0,-97.4808588425674
"X-squared294","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.99983170337837,0,-97.4813248691081
"X-squared295","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999967651311701,0,-97.4836043207699
"X-squared296","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999742659557098,0,-97.48033720485
"X-squared297","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999372464235795,0,-97.4773343677669
"X-squared298","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.99991992822014,0,-97.4823538367408
"X-squared299","random.graph",1e-04,"closeness",23219.2809488736,0,0.155326667630226,0.999560831230668,0,-97.4794662553022
"X-squared300","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared301","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared302","random.graph",1e-04,"clustering",6.96578428466209,0.540328765510992,0.155326667630226,0.633759397754361,0.149377563750097,-81.5600234915028
"X-squared303","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared304","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared305","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared306","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared307","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared308","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared309","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared310","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared311","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared312","random.graph",1e-04,"clustering",6.96578428466209,0.540328765510992,0.155326667630226,0.633759397754361,0.149377563750097,-81.5600234915028
"X-squared313","random.graph",1e-04,"clustering",4.09721171973352,0.848247835734164,0.127562503939493,0.0824683795639613,0.780824287311151,-87.2480387012555
"X-squared314","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared315","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared316","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared317","random.graph",1e-04,"clustering",4.09721171973352,0.848247835734164,0.127562503939493,0.0824683795639613,0.780824287311151,-87.2480387012555
"X-squared318","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared319","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared320","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared321","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared322","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared323","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared324","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared325","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared326","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared327","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"X-squared328","random.graph",1e-04,"clustering",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
