"","i","test","test.number","pval","statistic"
"374",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"375",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"376",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"377",0,"Joint Digits Test","t3",0,432.647597030281
"378",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"379",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"380",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"381",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"382",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"383",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"384",0,"Distortion Factor","t10",NA,-79.0600590529183
"385",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"386",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"387",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"388",0,"Joint Digits Test","t3",0,432.647597030281
"389",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"390",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"391",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"392",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"393",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"394",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"395",0,"Distortion Factor","t10",NA,-79.0600590529183
"396",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"397",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"398",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"399",0,"Joint Digits Test","t3",0,432.647597030281
"400",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"401",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"402",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"403",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"404",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"405",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"406",0,"Distortion Factor","t10",NA,-79.0600590529183
"407",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"408",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"409",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"410",0,"Joint Digits Test","t3",0,432.647597030281
"411",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"412",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"413",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"414",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"415",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"416",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"417",0,"Distortion Factor","t10",NA,-79.0600590529183
"418",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"419",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"420",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"421",0,"Joint Digits Test","t3",0,432.647597030281
"422",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"423",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"424",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"425",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"426",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"427",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"428",0,"Distortion Factor","t10",NA,-79.0600590529183
"429",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"430",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"431",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"432",0,"Joint Digits Test","t3",0,432.647597030281
"433",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"434",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"435",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"436",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"437",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"438",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"439",0,"Distortion Factor","t10",NA,-79.0600590529183
"440",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"441",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"442",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"443",0,"Joint Digits Test","t3",0,432.647597030281
"444",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"445",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"446",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"447",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"448",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"449",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"450",0,"Distortion Factor","t10",NA,-79.0600590529183
"451",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"452",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"453",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"454",0,"Joint Digits Test","t3",0,432.647597030281
"455",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"456",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"457",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"458",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"459",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"460",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"461",0,"Distortion Factor","t10",NA,-79.0600590529183
"462",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"463",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"464",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"465",0,"Joint Digits Test","t3",0,432.647597030281
"466",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"467",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"468",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"469",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"470",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"471",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"472",0,"Distortion Factor","t10",NA,-79.0600590529183
"473",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"474",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"475",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"476",0,"Joint Digits Test","t3",0,432.647597030281
"477",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"478",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"479",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"480",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"481",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"482",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"483",0,"Distortion Factor","t10",NA,-79.0600590529183
"484",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"485",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"486",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"487",0,"Joint Digits Test","t3",0,432.647597030281
"488",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"489",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"490",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"491",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"492",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"493",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"494",0,"Distortion Factor","t10",NA,-79.0600590529183
"495",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"496",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"497",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"498",0,"Joint Digits Test","t3",0,432.647597030281
"499",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"500",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"501",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"502",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"503",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"504",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"505",0,"Distortion Factor","t10",NA,-79.0600590529183
"506",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"507",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"508",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"509",0,"Joint Digits Test","t3",0,432.647597030281
"510",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"511",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"512",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"513",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"514",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"515",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"516",0,"Distortion Factor","t10",NA,-79.0600590529183
"517",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"518",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"519",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"520",0,"Joint Digits Test","t3",0,432.647597030281
"521",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"522",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"523",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"524",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"525",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"526",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"527",0,"Distortion Factor","t10",NA,-79.0600590529183
"528",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"529",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"530",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"531",0,"Joint Digits Test","t3",0,432.647597030281
"532",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"533",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"534",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"535",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"536",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"537",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"538",0,"Distortion Factor","t10",NA,-79.0600590529183
"539",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"540",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"541",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"542",0,"Joint Digits Test","t3",0,432.647597030281
"543",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"544",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"545",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"546",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"547",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"548",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"549",0,"Distortion Factor","t10",NA,-79.0600590529183
"550",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"551",0.05,"Chi-Square Test for Benford Distribution","t1",0,387.633795366195
"552",0.05,"Euclidean Distance Test for Benford Distribution","t2",0,8.17746351681216
"553",0.05,"Joint Digits Test","t3",0,387.633795366195
"554",0.05,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.916266035843883
"555",0.05,"K-S Test for Benford Distribution","t5",0,5.66700043360188
"556",0.05,"Chebyshev Distance Test for Benford Distribution","t6",0,5.66700043360188
"557",0.05,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,7.57427115392696
"558",0.05,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.00155680973221695,0.0140047394855434
"559",0.05,"Mean Absolute Deviation","t9",NA,0.0205278634543658
"560",0.05,"Distortion Factor","t10",NA,-71.7011870193119
"561",0.05,"Mantissa Arc Test","t11",2.89611919777761e-51,0.0221316980048624
"562",0.05,"Chi-Square Test for Benford Distribution","t1",0,408.087218420612
"563",0.05,"Euclidean Distance Test for Benford Distribution","t2",0,8.26080323957153
"564",0.05,"Joint Digits Test","t3",0,408.087218420612
"565",0.05,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.911486501189492
"566",0.05,"K-S Test for Benford Distribution","t5",0,5.52700043360188
"567",0.05,"Chebyshev Distance Test for Benford Distribution","t6",0,5.52700043360188
"568",0.05,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,7.88126080463645
"569",0.05,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",8.28770573100268e-05,0.017422151322639
"570",0.05,"Mean Absolute Deviation","t9",NA,0.0209268463434155
"571",0.05,"Distortion Factor","t10",NA,-71.1352302337114
"572",0.05,"Mantissa Arc Test","t11",1.32821140659956e-56,0.0244277448220174
"573",0.05,"Chi-Square Test for Benford Distribution","t1",0,404.46860595204
"574",0.05,"Euclidean Distance Test for Benford Distribution","t2",0,8.2571500072189
"575",0.05,"Joint Digits Test","t3",0,404.46860595204
"576",0.05,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.912713622023541
"577",0.05,"K-S Test for Benford Distribution","t5",0,5.58700043360188
"578",0.05,"Chebyshev Distance Test for Benford Distribution","t6",0,5.58700043360188
"579",0.05,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,7.83256161115163
